event_id,user_id,event_date,event_name,product_id,campaign_id,revenue
118,31,2025-08-30 00:23:00,add_to_cart,Electronics_71,6,0.0
119,31,2025-08-30 00:39:00,purchase,Electronics_71,6,478.27
120,31,2025-09-01 00:00:00,visit,,6,0.0
121,31,2025-09-01 00:02:00,add_to_cart,Electronics_84,6,0.0
122,31,2025-09-01 00:45:00,purchase,Electronics_84,6,278.02
123,32,2025-07-12 00:00:00,visit,,6,0.0
124,33,2025-07-05 00:00:00,visit,,4,0.0
125,33,2025-07-05 00:17:00,add_to_cart,Sports_15,4,0.0
126,33,2025-07-05 00:49:00,purchase,Sports_15,4,60.71
127,33,2025-07-09 00:00:00,visit,,4,0.0
128,33,2025-07-09 00:23:00,add_to_cart,Home & Garden_70,4,0.0
129,33,2025-07-09 00:34:00,purchase,Home & Garden_70,4,93.37
130,33,2025-07-12 00:00:00,visit,,4,0.0
131,33,2025-07-12 00:21:00,add_to_cart,Sports_10,4,0.0
132,34,2025-12-29 00:00:00,visit,,8,0.0
133,34,2025-12-29 00:12:00,add_to_cart,Sports_84,8,0.0
134,34,2025-12-31 00:00:00,visit,,8,0.0
135,34,2025-12-31 00:20:00,add_to_cart,Electronics_42,8,0.0
136,35,2025-12-31 00:00:00,visit,,3,0.0
137,36,2025-10-21 00:00:00,visit,,5,0.0
138,37,2025-07-26 00:00:00,visit,,6,0.0
139,37,2025-07-26 00:30:00,add_to_cart,Electronics_38,6,0.0
140,37,2025-07-26 00:34:00,purchase,Electronics_38,6,316.05
141,38,2025-07-08 00:00:00,visit,,5,0.0
142,39,2025-09-15 00:00:00,visit,,6,0.0
143,40,2025-08-25 00:00:00,visit,,5,0.0
144,40,2025-08-25 00:23:00,add_to_cart,Books_75,5,0.0
145,40,2025-08-25 00:57:00,purchase,Books_75,5,18.59
146,41,2025-08-06 00:00:00,visit,,6,0.0
147,42,2025-08-16 00:00:00,visit,,1,0.0
148,42,2025-08-16 00:30:00,add_to_cart,Electronics_10,1,0.0
149,42,2025-09-01 00:00:00,visit,,1,0.0
150,42,2025-09-05 00:00:00,visit,,1,0.0
151,42,2025-09-05 00:18:00,add_to_cart,Books_81,1,0.0
152,43,2025-07-04 00:00:00,visit,,2,0.0
153,43,2025-07-04 00:26:00,add_to_cart,Electronics_68,2,0.0
154,43,2025-07-04 00:47:00,purchase,Electronics_68,2,262.55
155,44,2025-12-31 00:00:00,visit,,2,0.0
156,44,2025-12-31 00:07:00,add_to_cart,Home & Garden_35,2,0.0
157,45,2025-08-25 00:00:00,visit,,1,0.0
158,45,2025-08-25 00:08:00,add_to_cart,Clothing_43,1,0.0
159,46,2025-10-10 00:00:00,visit,,2,0.0
160,47,2025-08-02 00:00:00,visit,,1,0.0
161,47,2025-08-02 00:03:00,add_to_cart,Sports_47,1,0.0
162,47,2025-08-02 01:00:00,purchase,Sports_47,1,113.49
163,47,2025-08-22 00:00:00,visit,,1,0.0
164,47,2025-08-22 00:08:00,add_to_cart,Sports_78,1,0.0
165,47,2025-08-22 00:49:00,purchase,Sports_78,1,98.3
166,47,2025-08-30 00:00:00,visit,,1,0.0
167,47,2025-08-30 00:04:00,add_to_cart,Home & Garden_96,1,0.0
168,47,2025-09-06 00:00:00,visit,,1,0.0
169,48,2025-08-22 00:00:00,visit,,2,0.0
170,49,2025-08-19 00:00:00,visit,,5,0.0
171,49,2025-08-23 00:00:00,visit,,5,0.0
172,49,2025-09-08 00:00:00,visit,,5,0.0
173,49,2025-09-08 00:19:00,add_to_cart,Sports_87,5,0.0
174,50,2025-07-14 00:00:00,visit,,3,0.0
175,50,2025-07-18 00:00:00,visit,,3,0.0
176,50,2025-07-18 00:14:00,add_to_cart,Electronics_11,3,0.0
177,50,2025-07-18 00:49:00,purchase,Electronics_11,3,492.46
178,51,2025-12-31 00:00:00,visit,,3,0.0
179,51,2025-12-31 00:29:00,add_to_cart,Clothing_24,3,0.0
180,52,2025-10-24 00:00:00,visit,,2,0.0
181,52,2025-10-24 00:25:00,add_to_cart,Sports_34,2,0.0
182,53,2025-12-22 00:00:00,visit,,2,0.0
183,53,2025-12-22 00:00:00,visit,,2,0.0
184,53,2025-12-22 00:01:00,add_to_cart,Electronics_56,2,0.0
185,53,2025-12-29 00:00:00,visit,,2,0.0
186,54,2025-11-15 00:00:00,visit,,7,0.0
187,54,2025-11-26 00:00:00,visit,,7,0.0
188,54,2025-11-26 00:29:00,add_to_cart,Books_50,7,0.0
189,54,2025-11-26 00:53:00,purchase,Books_50,7,15.1
190,55,2025-08-27 00:00:00,visit,,5,0.0
191,55,2025-08-27 00:11:00,add_to_cart,Home & Garden_16,5,0.0
192,55,2025-09-06 00:00:00,visit,,5,0.0
193,55,2025-09-22 00:00:00,visit,,5,0.0
194,55,2025-09-23 00:00:00,visit,,5,0.0
195,55,2025-10-12 00:00:00,visit,,5,0.0
196,55,2025-10-12 00:24:00,add_to_cart,Books_14,5,0.0
197,55,2025-10-12 00:42:00,purchase,Books_14,5,39.55
198,56,2025-12-08 00:00:00,visit,,5,0.0
199,56,2025-12-31 00:00:00,visit,,5,0.0
200,56,2025-12-31 00:00:00,visit,,5,0.0
201,56,2025-12-31 00:05:00,add_to_cart,Sports_90,5,0.0
202,57,2025-07-12 00:00:00,visit,,2,0.0
203,57,2025-07-14 00:00:00,visit,,2,0.0
204,58,2025-07-17 00:00:00,visit,,6,0.0
205,59,2025-07-12 00:00:00,visit,,2,0.0
206,59,2025-07-15 00:00:00,visit,,2,0.0
207,59,2025-07-15 00:19:00,add_to_cart,Clothing_1,2,0.0
208,60,2025-08-17 00:00:00,visit,,3,0.0
209,60,2025-08-17 00:06:00,add_to_cart,Home & Garden_57,3,0.0
210,61,2025-08-01 00:00:00,visit,,8,0.0
211,62,2025-07-20 00:00:00,visit,,5,0.0
212,62,2025-07-20 00:11:00,add_to_cart,Home & Garden_64,5,0.0
213,62,2025-07-20 00:47:00,purchase,Home & Garden_64,5,169.77
214,62,2025-07-27 00:00:00,visit,,5,0.0
215,63,2025-11-07 00:00:00,visit,,5,0.0
216,63,2025-11-07 00:11:00,add_to_cart,Sports_37,5,0.0
217,63,2025-11-07 00:35:00,purchase,Sports_37,5,157.53
218,64,2025-07-30 00:00:00,visit,,6,0.0
219,64,2025-07-30 00:04:00,add_to_cart,Home & Garden_22,6,0.0
220,64,2025-07-30 00:38:00,purchase,Home & Garden_22,6,161.39
221,64,2025-08-02 00:00:00,visit,,6,0.0
222,64,2025-08-02 00:17:00,add_to_cart,Clothing_56,6,0.0
223,64,2025-08-02 00:41:00,purchase,Clothing_56,6,134.35
224,65,2025-08-05 00:00:00,visit,,6,0.0
225,65,2025-08-05 00:25:00,add_to_cart,Home & Garden_78,6,0.0
226,65,2025-08-05 00:39:00,purchase,Home & Garden_78,6,92.55
227,65,2025-08-22 00:00:00,visit,,6,0.0
228,66,2025-08-28 00:00:00,visit,,6,0.0
229,66,2025-08-28 00:27:00,add_to_cart,Clothing_71,6,0.0
230,66,2025-09-04 00:00:00,visit,,6,0.0
231,66,2025-09-04 00:29:00,add_to_cart,Books_6,6,0.0
232,66,2025-09-19 00:00:00,visit,,6,0.0
233,67,2025-07-18 00:00:00,visit,,2,0.0
234,67,2025-08-14 00:00:00,visit,,2,0.0
235,67,2025-08-14 00:30:00,add_to_cart,Sports_38,2,0.0
236,67,2025-08-14 00:58:00,purchase,Sports_38,2,148.61
237,67,2025-08-15 00:00:00,visit,,2,0.0
238,67,2025-08-15 00:07:00,add_to_cart,Electronics_48,2,0.0
239,67,2025-08-15 00:44:00,purchase,Electronics_48,2,476.55
240,68,2025-10-07 00:00:00,visit,,1,0.0
241,68,2025-11-06 00:00:00,visit,,1,0.0
242,68,2025-11-06 00:09:00,add_to_cart,Sports_64,1,0.0
243,68,2025-11-06 00:39:00,purchase,Sports_64,1,48.94
244,69,2025-07-07 00:00:00,visit,,2,0.0
245,69,2025-08-02 00:00:00,visit,,2,0.0
246,69,2025-08-02 00:24:00,add_to_cart,Home & Garden_11,2,0.0
247,70,2025-12-31 00:00:00,visit,,2,0.0
248,70,2025-12-31 00:00:00,visit,,2,0.0
249,70,2025-12-31 00:09:00,add_to_cart,Books_43,2,0.0
250,71,2025-10-09 00:00:00,visit,,2,0.0
251,71,2025-10-09 00:14:00,add_to_cart,Home & Garden_5,2,0.0
252,71,2025-10-09 00:47:00,purchase,Home & Garden_5,2,220.38
253,71,2025-10-11 00:00:00,visit,,2,0.0
254,72,2025-07-15 00:00:00,visit,,7,0.0
255,72,2025-07-15 00:27:00,add_to_cart,Books_85,7,0.0
256,73,2025-07-05 00:00:00,visit,,6,0.0
257,73,2025-07-05 00:05:00,add_to_cart,Electronics_32,6,0.0
258,74,2025-11-01 00:00:00,visit,,2,0.0
259,75,2025-09-14 00:00:00,visit,,6,0.0
260,75,2025-09-14 00:21:00,add_to_cart,Clothing_26,6,0.0
261,75,2025-10-04 00:00:00,visit,,6,0.0
262,75,2025-10-04 00:16:00,add_to_cart,Clothing_34,6,0.0
263,75,2025-10-04 00:54:00,purchase,Clothing_34,6,125.8
264,76,2025-09-23 00:00:00,visit,,3,0.0
265,76,2025-10-16 00:00:00,visit,,3,0.0
266,77,2025-09-28 00:00:00,visit,,7,0.0
267,77,2025-09-28 00:18:00,add_to_cart,Electronics_63,7,0.0
268,77,2025-10-17 00:00:00,visit,,7,0.0
269,77,2025-10-28 00:00:00,visit,,7,0.0
270,78,2025-07-15 00:00:00,visit,,3,0.0
271,78,2025-07-15 00:17:00,add_to_cart,Home & Garden_62,3,0.0
272,78,2025-07-31 00:00:00,visit,,3,0.0
273,78,2025-07-31 00:13:00,add_to_cart,Home & Garden_79,3,0.0
274,79,2025-07-28 00:00:00,visit,,2,0.0
275,79,2025-07-28 00:29:00,add_to_cart,Home & Garden_30,2,0.0
276,79,2025-07-28 00:56:00,purchase,Home & Garden_30,2,160.97
277,79,2025-08-13 00:00:00,visit,,2,0.0
278,80,2025-07-08 00:00:00,visit,,2,0.0
279,81,2025-12-16 00:00:00,visit,,5,0.0
280,81,2025-12-16 00:08:00,add_to_cart,Home & Garden_13,5,0.0
281,81,2025-12-16 00:55:00,purchase,Home & Garden_13,5,267.84
282,82,2025-09-28 00:00:00,visit,,2,0.0
283,83,2025-07-27 00:00:00,visit,,5,0.0
284,83,2025-07-27 00:22:00,add_to_cart,Home & Garden_34,5,0.0
285,83,2025-07-27 00:45:00,purchase,Home & Garden_34,5,135.67
286,83,2025-07-30 00:00:00,visit,,5,0.0
287,83,2025-07-30 00:17:00,add_to_cart,Home & Garden_35,5,0.0
288,83,2025-07-30 00:44:00,purchase,Home & Garden_35,5,259.77
289,83,2025-08-26 00:00:00,visit,,5,0.0
290,83,2025-08-26 00:22:00,add_to_cart,Sports_41,5,0.0
291,83,2025-08-26 00:53:00,purchase,Sports_41,5,146.97
292,83,2025-08-27 00:00:00,visit,,5,0.0
293,83,2025-08-27 00:20:00,add_to_cart,Sports_63,5,0.0
294,83,2025-09-06 00:00:00,visit,,5,0.0
295,83,2025-09-06 00:08:00,add_to_cart,Sports_42,5,0.0
296,84,2025-07-06 00:00:00,visit,,6,0.0
297,84,2025-07-06 00:15:00,add_to_cart,Electronics_40,6,0.0
298,84,2025-07-15 00:00:00,visit,,6,0.0
299,84,2025-07-15 00:09:00,add_to_cart,Home & Garden_7,6,0.0
300,85,2025-08-04 00:00:00,visit,,3,0.0
301,85,2025-08-04 00:07:00,add_to_cart,Clothing_69,3,0.0
302,85,2025-08-21 00:00:00,visit,,3,0.0
303,85,2025-08-21 00:11:00,add_to_cart,Books_79,3,0.0
304,85,2025-08-21 00:54:00,purchase,Books_79,3,31.59
305,86,2025-08-01 00:00:00,visit,,2,0.0
306,86,2025-08-05 00:00:00,visit,,2,0.0
307,86,2025-08-05 00:25:00,add_to_cart,Sports_12,2,0.0
308,87,2025-09-20 00:00:00,visit,,8,0.0
309,87,2025-11-03 00:00:00,visit,,8,0.0
310,88,2025-09-08 00:00:00,visit,,4,0.0
311,88,2025-09-15 00:00:00,visit,,4,0.0
312,89,2025-11-16 00:00:00,visit,,1,0.0
313,89,2025-11-16 00:27:00,add_to_cart,Clothing_21,1,0.0
314,90,2025-08-14 00:00:00,visit,,1,0.0
315,91,2025-07-09 00:00:00,visit,,1,0.0
316,91,2025-07-09 00:01:00,add_to_cart,Home & Garden_39,1,0.0
317,91,2025-07-09 00:38:00,purchase,Home & Garden_39,1,238.55
318,91,2025-07-12 00:00:00,visit,,1,0.0
319,91,2025-07-15 00:00:00,visit,,1,0.0
320,91,2025-07-15 00:17:00,add_to_cart,Electronics_97,1,0.0
321,91,2025-07-15 00:46:00,purchase,Electronics_97,1,229.07
322,91,2025-07-18 00:00:00,visit,,1,0.0
323,91,2025-07-18 00:11:00,add_to_cart,Clothing_48,1,0.0
324,91,2025-07-18 00:38:00,purchase,Clothing_48,1,91.88
325,92,2025-09-21 00:00:00,visit,,5,0.0
326,92,2025-09-22 00:00:00,visit,,5,0.0
327,92,2025-09-22 00:21:00,add_to_cart,Electronics_49,5,0.0
328,92,2025-10-12 00:00:00,visit,,5,0.0
329,92,2025-11-12 00:00:00,visit,,5,0.0
330,93,2025-09-27 00:00:00,visit,,6,0.0
331,93,2025-09-27 00:23:00,add_to_cart,Books_93,6,0.0
332,94,2025-09-02 00:00:00,visit,,3,0.0
333,94,2025-09-02 00:27:00,add_to_cart,Electronics_96,3,0.0
334,95,2025-10-06 00:00:00,visit,,1,0.0
335,96,2025-08-15 00:00:00,visit,,3,0.0
336,96,2025-08-15 00:07:00,add_to_cart,Books_51,3,0.0
337,96,2025-08-16 00:00:00,visit,,3,0.0
338,96,2025-09-07 00:00:00,visit,,3,0.0
339,97,2025-08-22 00:00:00,visit,,8,0.0
340,97,2025-08-22 00:13:00,add_to_cart,Books_61,8,0.0
341,97,2025-08-22 00:44:00,purchase,Books_61,8,13.72
342,97,2025-09-10 00:00:00,visit,,8,0.0
343,97,2025-09-10 00:09:00,add_to_cart,Electronics_39,8,0.0
344,98,2025-08-06 00:00:00,visit,,4,0.0
345,99,2025-07-09 00:00:00,visit,,8,0.0
346,99,2025-07-27 00:00:00,visit,,8,0.0
347,99,2025-08-05 00:00:00,visit,,8,0.0
348,99,2025-08-05 00:08:00,add_to_cart,Books_65,8,0.0
349,99,2025-09-02 00:00:00,visit,,8,0.0
350,100,2025-07-16 00:00:00,visit,,6,0.0
351,100,2025-08-02 00:00:00,visit,,6,0.0
352,101,2025-07-05 00:00:00,visit,,1,0.0
353,101,2025-07-05 00:13:00,add_to_cart,Books_4,1,0.0
354,102,2025-09-23 00:00:00,visit,,6,0.0
355,102,2025-09-23 00:04:00,add_to_cart,Sports_73,6,0.0
356,103,2025-07-30 00:00:00,visit,,6,0.0
357,103,2025-07-30 00:18:00,add_to_cart,Electronics_13,6,0.0
358,103,2025-07-30 00:46:00,purchase,Electronics_13,6,439.17
359,104,2025-08-14 00:00:00,visit,,4,0.0
360,104,2025-08-14 00:14:00,add_to_cart,Sports_33,4,0.0
361,104,2025-08-17 00:00:00,visit,,4,0.0
362,104,2025-08-17 00:27:00,add_to_cart,Sports_79,4,0.0
363,104,2025-08-20 00:00:00,visit,,4,0.0
364,104,2025-08-27 00:00:00,visit,,4,0.0
365,104,2025-09-06 00:00:00,visit,,4,0.0
366,105,2025-11-23 00:00:00,visit,,2,0.0
367,105,2025-11-23 00:11:00,add_to_cart,Clothing_5,2,0.0
368,105,2025-12-04 00:00:00,visit,,2,0.0
369,106,2025-07-23 00:00:00,visit,,5,0.0
370,107,2025-08-20 00:00:00,visit,,1,0.0
371,107,2025-08-20 00:08:00,add_to_cart,Home & Garden_84,1,0.0
372,107,2025-08-20 00:47:00,purchase,Home & Garden_84,1,221.39
373,107,2025-09-10 00:00:00,visit,,1,0.0
374,107,2025-09-10 00:18:00,add_to_cart,Clothing_97,1,0.0
375,108,2025-09-24 00:00:00,visit,,3,0.0
376,108,2025-09-24 00:17:00,add_to_cart,Electronics_21,3,0.0
377,108,2025-09-28 00:00:00,visit,,3,0.0
378,108,2025-09-28 00:02:00,add_to_cart,Sports_15,3,0.0
379,108,2025-10-10 00:00:00,visit,,3,0.0
380,108,2025-10-10 00:14:00,add_to_cart,Electronics_14,3,0.0
381,108,2025-10-29 00:00:00,visit,,3,0.0
382,108,2025-10-29 00:05:00,add_to_cart,Books_63,3,0.0
383,109,2025-07-18 00:00:00,visit,,3,0.0
384,109,2025-09-13 00:00:00,visit,,3,0.0
385,109,2025-09-13 00:10:00,add_to_cart,Sports_2,3,0.0
386,109,2025-09-13 00:54:00,purchase,Sports_2,3,199.26
387,110,2025-07-11 00:00:00,visit,,8,0.0
388,111,2025-07-25 00:00:00,visit,,6,0.0
389,111,2025-07-25 00:19:00,add_to_cart,Books_48,6,0.0
390,112,2025-07-16 00:00:00,visit,,2,0.0
391,112,2025-07-26 00:00:00,visit,,2,0.0
392,112,2025-07-26 00:07:00,add_to_cart,Books_88,2,0.0
393,113,2025-12-27 00:00:00,visit,,4,0.0
394,113,2025-12-27 00:16:00,add_to_cart,Books_33,4,0.0
395,114,2025-10-18 00:00:00,visit,,2,0.0
396,114,2025-10-21 00:00:00,visit,,2,0.0
397,115,2025-09-05 00:00:00,visit,,7,0.0
398,115,2025-09-05 00:10:00,add_to_cart,Electronics_1,7,0.0
399,115,2025-09-10 00:00:00,visit,,7,0.0
400,115,2025-09-10 00:27:00,add_to_cart,Books_92,7,0.0
401,115,2025-09-10 00:36:00,purchase,Books_92,7,22.71
402,115,2025-09-12 00:00:00,visit,,7,0.0
403,115,2025-10-08 00:00:00,visit,,7,0.0
404,116,2025-11-14 00:00:00,visit,,6,0.0
405,116,2025-11-14 00:15:00,add_to_cart,Electronics_69,6,0.0
406,116,2025-11-14 00:45:00,purchase,Electronics_69,6,77.5
407,117,2025-10-11 00:00:00,visit,,2,0.0
408,117,2025-10-11 00:12:00,add_to_cart,Books_29,2,0.0
409,117,2025-10-25 00:00:00,visit,,2,0.0
410,118,2025-07-29 00:00:00,visit,,5,0.0
411,118,2025-07-29 00:24:00,add_to_cart,Sports_75,5,0.0
412,118,2025-07-29 00:43:00,purchase,Sports_75,5,134.29
413,118,2025-08-04 00:00:00,visit,,5,0.0
414,119,2025-11-21 00:00:00,visit,,5,0.0
415,119,2025-11-21 00:19:00,add_to_cart,Clothing_10,5,0.0
416,119,2025-11-21 00:39:00,purchase,Clothing_10,5,114.99
417,119,2025-12-31 00:00:00,visit,,5,0.0
418,120,2025-09-11 00:00:00,visit,,2,0.0
419,120,2025-09-11 00:05:00,add_to_cart,Books_14,2,0.0
420,121,2025-10-27 00:00:00,visit,,6,0.0
421,122,2025-11-16 00:00:00,visit,,4,0.0
422,123,2025-07-31 00:00:00,visit,,6,0.0
423,123,2025-07-31 00:09:00,add_to_cart,Books_78,6,0.0
424,124,2025-07-11 00:00:00,visit,,4,0.0
425,125,2025-08-07 00:00:00,visit,,1,0.0
426,125,2025-08-07 00:06:00,add_to_cart,Sports_27,1,0.0
427,125,2025-08-07 00:37:00,purchase,Sports_27,1,65.57
428,125,2025-08-10 00:00:00,visit,,1,0.0
429,125,2025-08-10 00:05:00,add_to_cart,Books_19,1,0.0
430,125,2025-08-10 00:41:00,purchase,Books_19,1,44.98
431,125,2025-08-12 00:00:00,visit,,1,0.0
432,125,2025-08-12 00:17:00,add_to_cart,Electronics_18,1,0.0
433,126,2025-08-14 00:00:00,visit,,2,0.0
434,126,2025-08-14 00:13:00,add_to_cart,Books_51,2,0.0
435,126,2025-09-02 00:00:00,visit,,2,0.0
436,126,2025-09-02 00:10:00,add_to_cart,Sports_42,2,0.0
437,127,2025-10-15 00:00:00,visit,,1,0.0
438,127,2025-10-15 00:17:00,add_to_cart,Books_41,1,0.0
439,127,2025-10-15 00:37:00,purchase,Books_41,1,34.22
440,127,2025-10-31 00:00:00,visit,,1,0.0
441,128,2025-10-30 00:00:00,visit,,7,0.0
442,128,2025-10-31 00:00:00,visit,,7,0.0
443,128,2025-11-06 00:00:00,visit,,7,0.0
444,129,2025-08-03 00:00:00,visit,,6,0.0
445,130,2025-08-16 00:00:00,visit,,6,0.0
446,130,2025-08-16 00:00:00,visit,,6,0.0
447,130,2025-08-16 00:01:00,add_to_cart,Home & Garden_23,6,0.0
448,130,2025-08-18 00:00:00,visit,,6,0.0
449,130,2025-08-18 00:26:00,add_to_cart,Sports_89,6,0.0
450,130,2025-08-18 00:59:00,purchase,Sports_89,6,46.04
451,130,2025-08-19 00:00:00,visit,,6,0.0
