user_id,signup_date,device,country,acquisition_source
140,2025-12-31,mobile,USA,1
141,2025-12-31,mobile,India,4
142,2025-07-18,mobile,USA,4
143,2025-08-11,desktop,UK,2
144,2025-07-22,mobile,Canada,6
145,2025-07-21,desktop,Canada,3
146,2025-07-03,desktop,UK,2
147,2025-08-27,desktop,Australia,4
148,2025-08-12,mobile,USA,6
149,2025-07-04,desktop,UK,2
150,2025-07-20,mobile,India,2
151,2025-11-23,desktop,USA,8
152,2025-07-17,mobile,USA,5
153,2025-07-10,mobile,USA,3
154,2025-08-11,mobile,UK,4
155,2025-12-31,desktop,USA,1
156,2025-07-17,mobile,USA,2
157,2025-09-07,mobile,UK,2
158,2025-09-26,mobile,UK,5
159,2025-07-17,desktop,USA,2
160,2025-09-18,desktop,USA,2
161,2025-07-28,mobile,UK,1
162,2025-08-31,desktop,Australia,5
163,2025-08-31,mobile,Canada,2
164,2025-08-16,mobile,Canada,7
165,2025-07-06,desktop,USA,6
166,2025-10-19,mobile,USA,1
167,2025-07-24,mobile,UK,2
168,2025-07-13,mobile,India,6
169,2025-07-03,mobile,UK,2
170,2025-08-24,mobile,India,1
171,2025-09-08,mobile,Australia,7
172,2025-07-02,mobile,USA,5
173,2025-08-13,mobile,USA,4
174,2025-07-16,mobile,USA,6
175,2025-09-02,mobile,USA,6
176,2025-07-12,mobile,USA,2
177,2025-09-10,desktop,India,1
178,2025-07-30,mobile,USA,3
179,2025-12-16,desktop,USA,3
180,2025-07-10,desktop,USA,3
181,2025-07-26,desktop,Australia,6
182,2025-07-08,mobile,Canada,6
183,2025-12-05,mobile,India,8
184,2025-11-05,mobile,Australia,1
185,2025-07-19,desktop,UK,3
186,2025-09-04,mobile,USA,2
187,2025-10-12,desktop,USA,6
188,2025-08-19,desktop,USA,2
189,2025-08-16,mobile,Canada,2
190,2025-07-17,mobile,USA,3
191,2025-07-06,desktop,USA,3
192,2025-11-16,mobile,UK,2
193,2025-11-18,mobile,UK,2
194,2025-08-31,desktop,Canada,7
195,2025-07-26,mobile,USA,3
196,2025-07-27,desktop,India,6
197,2025-09-17,desktop,UK,5
198,2025-11-16,desktop,USA,1
199,2025-11-11,mobile,Canada,8
200,2025-10-01,mobile,Australia,6
201,2025-09-01,mobile,USA,8
202,2025-07-06,mobile,USA,7
203,2025-07-11,mobile,UK,6
204,2025-11-17,mobile,USA,2
205,2025-08-26,mobile,India,4
206,2025-07-01,mobile,USA,2
207,2025-07-07,desktop,Canada,3
208,2025-09-05,mobile,Canada,1
209,2025-07-01,mobile,UK,3
210,2025-07-11,desktop,USA,8
211,2025-08-18,tablet,USA,2
212,2025-09-10,mobile,USA,6
213,2025-09-03,mobile,USA,3
214,2025-07-16,mobile,USA,3
215,2025-09-14,desktop,India,8
216,2025-07-17,desktop,USA,8
217,2025-07-25,desktop,Canada,5
218,2025-09-22,mobile,USA,6
219,2025-09-02,mobile,Canada,2
220,2025-10-24,mobile,Australia,2
221,2025-09-04,desktop,USA,8
222,2025-08-21,desktop,India,5
223,2025-07-06,tablet,UK,4
224,2025-07-28,mobile,India,6
225,2025-07-19,mobile,Canada,1
226,2025-07-18,mobile,USA,5
227,2025-12-31,desktop,USA,4
228,2025-07-31,desktop,USA,6
229,2025-11-13,mobile,UK,2
230,2025-08-30,mobile,Australia,8
231,2025-10-05,mobile,Canada,1
232,2025-08-12,mobile,USA,2
233,2025-08-22,desktop,India,5
234,2025-08-11,mobile,Canada,6
235,2025-07-14,desktop,USA,2
236,2025-09-17,mobile,USA,1
237,2025-07-21,desktop,USA,6
238,2025-07-02,mobile,India,2
239,2025-09-02,desktop,India,5
240,2025-07-12,mobile,USA,5
241,2025-12-20,mobile,USA,3
242,2025-12-31,mobile,Canada,5
243,2025-11-28,mobile,Australia,4
244,2025-07-29,mobile,Canada,7
245,2025-07-01,mobile,UK,2
246,2025-12-08,tablet,USA,6
247,2025-08-04,mobile,UK,2
248,2025-12-31,desktop,USA,3
249,2025-12-31,tablet,India,6
250,2025-10-25,mobile,USA,2
251,2025-07-22,desktop,India,2
252,2025-07-30,mobile,USA,6
253,2025-10-25,mobile,India,1
254,2025-07-24,mobile,USA,3
255,2025-07-12,desktop,USA,8
256,2025-08-19,mobile,UK,8
257,2025-12-15,mobile,USA,1
258,2025-09-11,mobile,Australia,2
259,2025-08-21,desktop,UK,2
260,2025-07-07,mobile,UK,7
261,2025-08-28,desktop,India,6
262,2025-12-31,desktop,India,6
263,2025-07-10,desktop,UK,3
264,2025-08-14,desktop,Australia,2
265,2025-11-06,desktop,USA,6
266,2025-09-21,mobile,USA,6
267,2025-09-11,mobile,UK,5
268,2025-09-12,mobile,USA,8
269,2025-07-28,mobile,UK,6
270,2025-07-22,mobile,USA,1
271,2025-10-10,mobile,USA,6
272,2025-10-10,mobile,India,2
273,2025-11-01,tablet,UK,6
274,2025-11-27,mobile,Australia,7
275,2025-08-13,desktop,Canada,1
276,2025-08-12,mobile,USA,1
277,2025-10-06,desktop,USA,1
278,2025-09-03,desktop,USA,5
279,2025-09-12,mobile,India,2
280,2025-10-05,mobile,USA,5
281,2025-11-12,mobile,USA,6
282,2025-07-26,mobile,India,2
283,2025-07-29,desktop,UK,5
284,2025-07-07,desktop,USA,2
285,2025-08-22,mobile,USA,4
286,2025-07-03,mobile,India,7
287,2025-08-08,mobile,India,6
288,2025-08-17,mobile,USA,1
289,2025-07-21,desktop,USA,3
290,2025-08-24,mobile,India,2
291,2025-07-02,mobile,Canada,1
292,2025-07-03,mobile,India,6
293,2025-10-14,mobile,UK,5
294,2025-07-28,desktop,India,2
295,2025-07-09,mobile,USA,6
296,2025-08-15,tablet,USA,5
297,2025-09-28,desktop,Canada,3
298,2025-07-15,mobile,UK,1
299,2025-08-29,mobile,India,1
300,2025-07-06,desktop,USA,6
301,2025-07-04,desktop,India,7
302,2025-08-16,desktop,USA,4
303,2025-08-17,mobile,Canada,6
304,2025-08-31,tablet,USA,5
305,2025-09-17,mobile,UK,1
306,2025-12-31,desktop,Canada,1
307,2025-08-14,desktop,USA,2
308,2025-07-24,mobile,USA,6
309,2025-10-05,desktop,UK,6
310,2025-07-20,mobile,India,6
311,2025-08-05,tablet,USA,6
312,2025-07-05,mobile,USA,2
313,2025-07-02,tablet,USA,2
314,2025-12-31,mobile,Australia,1
315,2025-10-19,desktop,USA,6
316,2025-09-11,mobile,USA,6
317,2025-08-02,mobile,Canada,3
318,2025-07-12,mobile,Canada,5
319,2025-07-11,desktop,USA,2
320,2025-07-18,mobile,Australia,7
321,2025-08-18,mobile,UK,6
322,2025-09-15,mobile,UK,8
323,2025-09-04,tablet,USA,6
324,2025-07-21,mobile,India,6
325,2025-12-31,mobile,USA,1
326,2025-09-20,mobile,USA,6
327,2025-08-19,mobile,USA,2
328,2025-08-27,mobile,Canada,7
329,2025-08-03,mobile,UK,6
330,2025-07-18,desktop,UK,6
331,2025-07-27,desktop,USA,6
332,2025-09-25,mobile,Canada,2
333,2025-07-01,mobile,Canada,6
334,2025-07-08,desktop,USA,1
335,2025-07-03,mobile,India,6
336,2025-07-03,desktop,USA,6
337,2025-10-26,mobile,Canada,2
338,2025-09-13,mobile,USA,6
339,2025-08-09,mobile,UK,3
340,2025-07-07,desktop,Australia,2
341,2025-08-11,mobile,Australia,6
342,2025-08-09,mobile,USA,2
343,2025-07-12,mobile,USA,1
344,2025-08-04,desktop,USA,2
345,2025-08-01,desktop,India,2
346,2025-08-28,mobile,UK,6
347,2025-08-31,mobile,USA,8
348,2025-07-03,desktop,USA,2
349,2025-07-29,mobile,Australia,5
350,2025-08-29,mobile,UK,3
351,2025-08-12,mobile,USA,8
352,2025-10-27,desktop,USA,4
353,2025-09-04,mobile,USA,7
354,2025-07-11,desktop,UK,1
355,2025-07-05,mobile,Australia,8
356,2025-09-01,mobile,India,2
357,2025-07-02,desktop,UK,8
358,2025-08-23,mobile,India,2
359,2025-12-19,mobile,USA,1
360,2025-08-22,desktop,USA,3
361,2025-07-30,desktop,Australia,6
362,2025-09-01,desktop,USA,2
363,2025-08-07,tablet,USA,5
364,2025-08-18,desktop,Australia,4
365,2025-12-21,mobile,USA,3
366,2025-07-30,mobile,Canada,5
367,2025-12-31,desktop,Australia,2
368,2025-11-21,mobile,UK,6
369,2025-07-14,desktop,USA,1
370,2025-07-05,desktop,USA,7
371,2025-07-07,mobile,USA,4
372,2025-07-02,desktop,USA,6
373,2025-07-07,mobile,Canada,6
374,2025-09-09,mobile,USA,6
375,2025-07-05,tablet,USA,3
376,2025-07-24,mobile,UK,1
377,2025-10-22,mobile,UK,6
378,2025-07-02,mobile,India,2
379,2025-10-11,desktop,USA,2
380,2025-07-21,desktop,India,6
381,2025-07-08,desktop,UK,6
382,2025-09-11,desktop,USA,2
383,2025-08-30,mobile,USA,2
384,2025-11-06,desktop,USA,3
385,2025-09-20,desktop,UK,3
386,2025-10-08,mobile,USA,2
387,2025-07-21,mobile,Australia,1
388,2025-07-12,tablet,UK,3
389,2025-09-23,desktop,Australia,7
390,2025-10-09,desktop,USA,6
391,2025-12-31,desktop,USA,7
392,2025-08-02,mobile,USA,5
393,2025-07-29,desktop,USA,2
394,2025-09-30,mobile,India,4
395,2025-07-26,mobile,USA,1
396,2025-12-10,desktop,USA,2
397,2025-10-28,mobile,USA,3
398,2025-08-04,desktop,USA,5
399,2025-09-23,mobile,India,6
400,2025-09-24,mobile,UK,3
401,2025-07-07,mobile,Canada,3
402,2025-11-20,mobile,USA,2
403,2025-08-12,mobile,Australia,4
404,2025-10-15,mobile,Canada,7
405,2025-07-24,tablet,USA,6
406,2025-11-15,mobile,USA,2
407,2025-07-31,mobile,India,1
408,2025-07-01,mobile,UK,4
409,2025-11-21,desktop,Canada,5
410,2025-07-06,mobile,USA,2
411,2025-07-24,desktop,USA,6
412,2025-12-30,desktop,Canada,6
413,2025-12-31,mobile,UK,6
414,2025-08-21,mobile,UK,2
415,2025-08-30,desktop,UK,2
416,2025-08-06,desktop,USA,1
417,2025-07-22,desktop,Canada,2
418,2025-07-25,mobile,Australia,4
419,2025-09-07,mobile,India,6
420,2025-09-24,mobile,USA,1
421,2025-10-04,mobile,USA,3
422,2025-10-04,mobile,India,5
423,2025-07-06,desktop,UK,2
424,2025-08-11,mobile,UK,6
425,2025-07-04,desktop,Australia,4
426,2025-08-18,desktop,UK,2
427,2025-08-05,mobile,UK,6
428,2025-11-11,desktop,USA,1
429,2025-07-27,mobile,USA,6
430,2025-07-08,desktop,USA,6
431,2025-07-10,mobile,India,1
432,2025-09-26,mobile,USA,3
433,2025-08-28,desktop,UK,2
434,2025-07-07,mobile,India,8
435,2025-07-06,desktop,UK,4
436,2025-09-12,mobile,UK,1
437,2025-07-05,mobile,USA,2
438,2025-10-14,mobile,India,6
439,2025-09-13,mobile,USA,3
440,2025-07-06,mobile,USA,6
441,2025-07-06,desktop,USA,6
442,2025-12-31,desktop,USA,8
443,2025-07-29,desktop,USA,5
444,2025-07-29,tablet,Canada,8
445,2025-10-11,mobile,USA,6
446,2025-12-27,desktop,Canada,5
447,2025-12-31,mobile,USA,6
448,2025-09-24,desktop,USA,4
449,2025-07-29,mobile,UK,6
450,2025-07-06,tablet,Australia,4
451,2025-09-30,desktop,India,6
452,2025-08-19,tablet,Australia,6
453,2025-08-03,desktop,Canada,4
454,2025-11-22,desktop,Canada,2
455,2025-07-08,desktop,UK,2
456,2025-08-11,mobile,UK,5
457,2025-07-01,mobile,USA,6
458,2025-08-08,mobile,UK,4
459,2025-07-04,mobile,USA,5
460,2025-07-08,mobile,USA,2
461,2025-07-08,mobile,UK,1
462,2025-09-02,mobile,USA,2
463,2025-09-22,tablet,USA,2
464,2025-08-23,desktop,USA,2
465,2025-12-31,mobile,Australia,4
466,2025-07-29,mobile,USA,1
467,2025-07-21,mobile,USA,2
468,2025-11-01,mobile,India,6
469,2025-07-16,desktop,UK,6
470,2025-12-31,mobile,USA,1
471,2025-07-01,mobile,USA,3
472,2025-12-31,desktop,USA,4
473,2025-07-03,desktop,USA,3
474,2025-11-13,mobile,USA,2
475,2025-08-15,desktop,USA,3
476,2025-12-31,mobile,India,7
477,2025-07-05,mobile,UK,5
478,2025-08-19,mobile,UK,6
479,2025-12-31,mobile,USA,6
480,2025-08-15,mobile,USA,6
481,2025-08-30,mobile,India,3
482,2025-09-11,desktop,USA,1
483,2025-08-06,desktop,India,3
484,2025-08-30,mobile,UK,6
485,2025-08-23,mobile,India,6
486,2025-11-19,desktop,USA,8
487,2025-07-03,mobile,USA,3
488,2025-07-21,desktop,Canada,6
489,2025-12-31,desktop,Canada,4
490,2025-11-12,mobile,USA,5
491,2025-08-07,mobile,Australia,2
492,2025-08-29,mobile,USA,2
493,2025-07-20,mobile,USA,3
494,2025-07-13,mobile,UK,1
495,2025-08-08,desktop,Canada,2
496,2025-07-27,mobile,Australia,6
497,2025-08-23,mobile,USA,3
498,2025-07-05,mobile,USA,2
499,2025-12-31,mobile,UK,3
500,2025-12-31,mobile,USA,1
501,2025-09-12,mobile,USA,5
502,2025-08-16,mobile,UK,1
503,2025-07-23,desktop,USA,3
504,2025-10-11,mobile,UK,5
505,2025-09-09,desktop,USA,1
506,2025-07-11,mobile,Canada,5
507,2025-11-25,mobile,UK,1
508,2025-10-14,mobile,USA,3
509,2025-12-30,desktop,USA,1
510,2025-09-17,mobile,USA,3
511,2025-08-27,mobile,USA,2
512,2025-08-03,mobile,Canada,2
513,2025-12-12,mobile,Australia,6
514,2025-10-31,mobile,Canada,3
515,2025-07-03,desktop,UK,6
516,2025-07-02,mobile,USA,6
517,2025-07-29,desktop,USA,2
518,2025-10-10,mobile,India,1
519,2025-12-31,desktop,Australia,1
520,2025-07-10,desktop,UK,4
521,2025-08-25,mobile,USA,8
522,2025-07-30,desktop,Canada,2
523,2025-12-31,desktop,USA,6
524,2025-10-21,mobile,Canada,6
525,2025-10-20,mobile,India,6
526,2025-08-08,desktop,USA,6
527,2025-08-02,mobile,Australia,7
528,2025-07-20,mobile,Australia,2
529,2025-07-04,desktop,Australia,1
530,2025-10-31,mobile,UK,2
531,2025-10-11,desktop,USA,1
532,2025-12-31,desktop,UK,6
533,2025-12-31,tablet,USA,5
534,2025-08-19,mobile,USA,2
535,2025-09-28,mobile,USA,6
536,2025-12-24,mobile,Canada,6
537,2025-10-24,mobile,USA,2
538,2025-07-18,mobile,USA,5
539,2025-08-06,mobile,USA,6
540,2025-07-09,mobile,Canada,1
541,2025-12-31,mobile,UK,6
542,2025-08-26,desktop,USA,8
543,2025-07-16,desktop,Australia,1
544,2025-09-06,desktop,USA,1
545,2025-08-28,desktop,UK,2
546,2025-07-28,mobile,Canada,6
547,2025-07-08,tablet,Canada,8
548,2025-09-06,desktop,USA,3
549,2025-08-14,mobile,India,6
550,2025-09-29,mobile,India,1
551,2025-08-14,mobile,UK,6
552,2025-10-25,mobile,UK,5
553,2025-08-18,mobile,USA,1
554,2025-08-20,mobile,UK,6
555,2025-11-05,desktop,USA,6
556,2025-08-01,mobile,Canada,5
557,2025-07-09,mobile,USA,1
558,2025-07-02,desktop,Canada,8
559,2025-09-24,mobile,USA,6
560,2025-08-29,tablet,USA,2
561,2025-09-13,mobile,USA,3
562,2025-07-15,tablet,USA,3
563,2025-07-09,mobile,UK,4
564,2025-07-01,mobile,Canada,2
565,2025-07-27,mobile,UK,6
566,2025-08-24,desktop,UK,6
567,2025-07-31,desktop,Canada,1
568,2025-08-05,mobile,USA,8
569,2025-11-21,desktop,USA,5
570,2025-07-27,mobile,USA,6
571,2025-08-14,desktop,Canada,6
572,2025-10-02,desktop,USA,3
573,2025-07-31,mobile,USA,6
574,2025-08-29,mobile,UK,8
575,2025-10-29,desktop,Australia,2
576,2025-12-30,desktop,UK,6
577,2025-07-10,tablet,Canada,4
578,2025-12-07,desktop,Canada,4
579,2025-08-11,mobile,UK,3
580,2025-07-19,desktop,Canada,6
581,2025-08-07,mobile,India,2
582,2025-12-31,tablet,USA,6
583,2025-08-11,mobile,USA,6
584,2025-07-25,mobile,USA,1
585,2025-08-31,mobile,UK,6
586,2025-07-17,mobile,India,2
587,2025-07-05,mobile,USA,3
588,2025-07-09,desktop,USA,5
589,2025-07-09,desktop,India,3
590,2025-07-11,mobile,UK,1
591,2025-07-10,desktop,UK,6
592,2025-09-01,desktop,India,2
593,2025-07-13,mobile,UK,2
594,2025-07-26,mobile,Canada,6
595,2025-11-16,desktop,USA,2
596,2025-08-09,desktop,USA,6
597,2025-09-06,mobile,USA,6
598,2025-07-12,desktop,UK,2
599,2025-07-14,mobile,Australia,1
600,2025-07-03,mobile,Australia,7
601,2025-07-12,mobile,India,1
602,2025-07-20,mobile,USA,6
603,2025-07-12,desktop,Australia,4
604,2025-07-06,desktop,Canada,6
605,2025-07-08,mobile,USA,6
606,2025-08-07,mobile,Canada,5
607,2025-07-15,desktop,USA,4
608,2025-07-28,desktop,USA,6
609,2025-08-12,desktop,India,1
610,2025-09-10,desktop,UK,2
611,2025-07-03,mobile,USA,6
612,2025-10-06,desktop,UK,2
613,2025-08-30,mobile,India,5
614,2025-07-06,mobile,UK,4
615,2025-11-04,mobile,USA,4
616,2025-12-02,mobile,USA,3
617,2025-07-04,desktop,USA,6
618,2025-07-20,desktop,Australia,2
619,2025-10-09,mobile,USA,6
620,2025-09-23,mobile,UK,2
621,2025-07-13,mobile,UK,2
622,2025-07-15,mobile,India,1
623,2025-07-29,desktop,UK,2
624,2025-08-10,desktop,Canada,1
625,2025-08-28,tablet,USA,4
626,2025-07-29,desktop,USA,6
627,2025-08-07,desktop,Australia,2
628,2025-09-22,mobile,Australia,2
629,2025-07-03,mobile,Australia,4
630,2025-07-18,mobile,Australia,6
631,2025-09-15,mobile,India,8
632,2025-11-15,desktop,Canada,4
633,2025-08-13,mobile,India,2
634,2025-08-16,mobile,UK,1
635,2025-07-07,mobile,USA,2
636,2025-08-06,tablet,USA,2
637,2025-08-16,mobile,Australia,2
638,2025-07-17,desktop,USA,1
639,2025-07-20,desktop,India,4
640,2025-07-29,mobile,USA,2
641,2025-07-02,mobile,USA,8
642,2025-07-24,desktop,USA,5
643,2025-07-15,mobile,USA,6
644,2025-07-25,desktop,USA,1
645,2025-07-08,mobile,USA,6
646,2025-11-12,mobile,India,4
647,2025-08-24,desktop,USA,6
648,2025-09-08,desktop,USA,5
649,2025-10-03,tablet,USA,3
650,2025-08-12,desktop,Canada,3
651,2025-07-06,desktop,UK,2
652,2025-08-16,desktop,UK,1
653,2025-08-23,desktop,USA,7
654,2025-09-22,mobile,USA,4
655,2025-08-04,mobile,Canada,6
656,2025-07-09,desktop,India,3
657,2025-07-21,mobile,USA,1
658,2025-07-28,mobile,UK,5
659,2025-09-02,mobile,USA,1
660,2025-08-21,mobile,USA,1
661,2025-07-27,mobile,Canada,5
662,2025-12-31,mobile,UK,2
663,2025-08-26,desktop,USA,8
664,2025-07-17,mobile,USA,1
665,2025-07-07,mobile,Australia,6
666,2025-07-11,mobile,India,5
667,2025-07-18,mobile,India,6
668,2025-07-11,mobile,UK,2
669,2025-07-13,desktop,UK,4
670,2025-07-21,mobile,USA,3
671,2025-07-12,desktop,USA,3
672,2025-11-16,mobile,USA,6
673,2025-07-06,mobile,UK,8
674,2025-08-15,mobile,USA,2
675,2025-08-02,mobile,India,5
676,2025-12-31,desktop,USA,5
677,2025-07-08,desktop,USA,6
678,2025-07-31,desktop,USA,7
679,2025-12-31,mobile,USA,2
680,2025-10-31,mobile,USA,2
681,2025-10-12,mobile,USA,6
682,2025-07-19,tablet,USA,2
683,2025-07-12,mobile,UK,2
684,2025-09-06,desktop,UK,1
685,2025-12-09,mobile,USA,1
686,2025-08-19,mobile,UK,3
687,2025-08-21,mobile,UK,5
688,2025-07-21,mobile,USA,2
689,2025-09-28,desktop,India,2
690,2025-07-13,mobile,UK,6
691,2025-07-24,desktop,USA,6
692,2025-08-03,mobile,Australia,3
693,2025-08-13,tablet,India,6
694,2025-07-17,mobile,Australia,7
695,2025-07-08,desktop,Canada,6
696,2025-08-27,desktop,USA,5
697,2025-07-21,tablet,USA,6
698,2025-08-23,mobile,Canada,7
699,2025-07-11,desktop,Australia,3
700,2025-08-10,mobile,UK,4
701,2025-08-16,mobile,India,5
702,2025-07-04,mobile,USA,7
703,2025-07-26,mobile,USA,6
704,2025-07-09,tablet,India,1
705,2025-07-04,mobile,Canada,2
706,2025-12-31,mobile,Australia,2
707,2025-07-24,desktop,Canada,6
708,2025-10-10,mobile,USA,5
709,2025-07-18,desktop,UK,2
710,2025-09-08,mobile,India,1
711,2025-09-26,mobile,UK,6
712,2025-08-25,mobile,USA,6
713,2025-08-08,desktop,USA,7
714,2025-08-02,desktop,UK,4
715,2025-07-27,tablet,USA,4
716,2025-12-09,mobile,Canada,1
717,2025-10-17,mobile,USA,1
718,2025-12-31,mobile,USA,3
719,2025-07-09,mobile,India,2
720,2025-09-19,mobile,UK,2
721,2025-12-17,desktop,India,1
722,2025-07-13,mobile,USA,8
723,2025-07-05,mobile,Australia,6
724,2025-09-21,desktop,USA,5
725,2025-08-22,desktop,USA,8
726,2025-10-21,mobile,India,8
727,2025-07-10,mobile,Canada,6
728,2025-10-05,mobile,USA,2
729,2025-07-14,mobile,Australia,1
730,2025-07-11,desktop,UK,6
731,2025-07-11,mobile,Australia,4
732,2025-10-11,desktop,UK,6
733,2025-09-05,desktop,UK,7
734,2025-08-15,desktop,USA,2
735,2025-07-28,mobile,USA,5
736,2025-11-05,mobile,UK,5
737,2025-07-31,desktop,UK,4
738,2025-10-12,mobile,USA,1
739,2025-08-05,mobile,USA,2
740,2025-07-29,mobile,USA,2
741,2025-08-07,mobile,India,6
742,2025-07-22,desktop,UK,6
743,2025-09-22,mobile,Canada,2
744,2025-08-12,mobile,Australia,6
745,2025-07-17,mobile,UK,2
746,2025-11-18,mobile,Australia,7
747,2025-07-30,desktop,USA,6
748,2025-08-17,desktop,USA,5
749,2025-11-22,mobile,USA,3
750,2025-08-29,mobile,UK,2
751,2025-07-08,mobile,India,2
752,2025-12-19,desktop,UK,8
753,2025-08-30,mobile,USA,3
754,2025-07-25,desktop,Canada,4
755,2025-07-10,mobile,UK,8
756,2025-10-05,desktop,USA,6
757,2025-08-29,mobile,UK,4
758,2025-08-16,desktop,India,3
759,2025-11-14,mobile,India,2
760,2025-10-03,desktop,UK,3
761,2025-07-11,mobile,USA,6
762,2025-07-23,mobile,USA,5
763,2025-07-18,desktop,UK,6
764,2025-09-22,mobile,Canada,2
765,2025-07-03,desktop,USA,4
766,2025-08-21,desktop,USA,7
767,2025-09-26,mobile,Australia,3
768,2025-11-05,mobile,India,6
769,2025-07-26,mobile,UK,1
770,2025-10-14,mobile,USA,8
771,2025-07-08,mobile,USA,5
